user,genuine,score
s032,True,-119.05353189155034
s032,True,-113.8225926349873
s032,True,-108.66927940920874
s032,True,-101.7146488041881
s032,True,-99.20771799392558
s032,True,-112.11229599737023
s032,True,-103.57981559619363
s032,True,-123.52303858910793
s032,True,-99.27117151838694
s032,True,-111.24619515805875
s032,True,-111.38240354612203
s032,True,-105.28381021690483
s032,True,-104.33971335930886
s032,True,-103.8139150608823
s032,True,-96.55023283471364
s032,True,-99.23151019883888
s032,True,-106.25334768347179
s032,True,-110.61418812222944
s032,True,-100.24559599995864
s032,True,-113.64299221543438
s032,True,-109.46275207446398
s032,True,-109.29954976571592
s032,True,-124.66362934614617
s032,True,-100.59248831617678
s032,True,-108.98563653381669
s032,True,-105.0699863532355
s032,True,-114.16898430923207
s032,True,-101.80963855341348
s032,True,-105.13634583631095
s032,True,-124.63711290767735
s032,True,-114.26651583493569
s032,True,-112.02979557477731
s032,True,-111.63464545542578
s032,True,-105.44774274353452
s032,True,-106.41726586007788
s032,True,-109.83726989710644
s032,True,-102.30195113693777
s032,True,-107.32244552585935
s032,True,-106.0660746628226
s032,True,-111.25559383886355
s032,True,-100.72666150636536
s032,True,-117.25730936300337
s032,True,-109.12230879729839
s032,True,-119.42731843738953
s032,True,-121.81337313925484
s032,True,-112.45296345265454
s032,True,-114.57135230654198
s032,True,-122.66811498063835
s032,True,-110.9782978986397
s032,True,-106.1317643561876
s032,True,-95.92840516145964
s032,True,-104.84203589749318
s032,True,-99.5066005103243
s032,True,-103.6470825823831
s032,True,-104.40197974190667
s032,True,-100.33266925968616
s032,True,-100.21347685460873
s032,True,-104.51088708468413
s032,True,-124.00733868346836
s032,True,-104.36162804486311
s032,True,-101.16035055530733
s032,True,-118.91209272940168
s032,True,-106.30573418640071
s032,True,-102.87412536305557
s032,True,-122.98578149315188
s032,True,-100.55344104426575
s032,True,-114.64257325327956
s032,True,-100.24014581827795
s032,True,-101.40528003011018
s032,True,-110.404347275778
s032,True,-131.414482477603
s032,True,-103.97729558691469
s032,True,-109.36088669009092
s032,True,-104.03669801564256
s032,True,-107.86960069949683
s032,True,-111.93815295576242
s032,True,-110.27777352810837
s032,True,-112.33173225996207
s032,True,-104.86549544943546
s032,True,-116.0794432366429
s032,True,-109.89406013037716
s032,True,-111.54337459726187
s032,True,-112.2259473675405
s032,True,-113.06246314808148
s032,True,-108.85063092527675
s032,True,-126.71068070840464
s032,True,-106.89278666114025
s032,True,-109.36705526298906
s032,True,-107.31633043251294
s032,True,-113.81522953257475
s032,True,-108.7910989112081
s032,True,-108.68302974432486
s032,True,-108.66736671328903
s032,True,-104.85787217299385
s032,True,-120.08803894829609
s032,True,-109.2646350052293
s032,True,-117.76195947963069
s032,True,-103.99332231571908
s032,True,-101.72748327021708
s032,True,-117.16789800760766
s032,True,-103.37606999305211
s032,True,-103.43919910842475
s032,True,-96.63136073022821
s032,True,-97.22777516121448
s032,True,-106.43408841521692
s032,True,-105.52114693721248
s032,True,-105.16616656837444
s032,True,-133.47878606782643
s032,True,-125.86102243817842
s032,True,-101.67055416701601
s032,True,-99.11967254710072
s032,True,-103.98668654340146
s032,True,-99.44465165655636
s032,True,-110.47460524363677
s032,True,-118.3325600531816
s032,True,-121.02901719574699
s032,True,-100.75924466255701
s032,True,-101.48107392265597
s032,True,-114.09436205804913
s032,True,-100.01421913712862
s032,True,-134.44045361108934
s032,True,-100.85237332951749
s032,True,-121.98491932808169
s032,True,-121.85690088970169
s032,True,-105.51886194151464
s032,True,-107.18155423685792
s032,True,-106.29236096203402
s032,True,-107.26261675733465
s032,True,-107.66221225825011
s032,True,-105.78029258687447
s032,True,-100.8534124247108
s032,True,-104.83408189137334
s032,True,-105.28079382338349
s032,True,-104.1092589328392
s032,True,-109.68399068539496
s032,True,-102.01871240190468
s032,True,-104.3938295740681
s032,True,-107.16784734737266
s032,True,-115.846975291474
s032,True,-106.46917839913176
s032,True,-103.13558406208541
s032,True,-110.22557560867389
s032,True,-126.78369001384421
s032,True,-121.18824654886077
s032,True,-132.3550079991297
s032,True,-105.80041621900855
s032,True,-122.7293704577098
s032,True,-111.28577130453688
