user,genuine,score
s047,True,-122.10072212757095
s047,True,-110.77362570781175
s047,True,-116.46157681002103
s047,True,-108.88524841851039
s047,True,-113.32279047492229
s047,True,-115.32586273070002
s047,True,-118.01491535911983
s047,True,-120.20209204675892
s047,True,-112.50940915646939
s047,True,-108.07504172857622
s047,True,-104.76080134272459
s047,True,-109.3991574798042
s047,True,-111.19066962472222
s047,True,-106.10117547178982
s047,True,-107.80550578499715
s047,True,-104.47916865219653
s047,True,-112.37192573753458
s047,True,-104.24930568662904
s047,True,-115.26009748180111
s047,True,-109.59318442254238
s047,True,-114.01797302930304
s047,True,-107.64755127676544
s047,True,-107.98655521087485
s047,True,-110.56125385213625
s047,True,-114.13228218443608
s047,True,-114.82956444123205
s047,True,-111.1757327128041
s047,True,-115.37437611518277
s047,True,-126.46306418427741
s047,True,-114.87616552169536
s047,True,-108.89450276332784
s047,True,-105.73533629573585
s047,True,-107.57634243079677
s047,True,-110.19647730845773
s047,True,-111.39232995121891
s047,True,-123.36487881282633
s047,True,-111.0837314583163
s047,True,-129.2001520013131
s047,True,-119.3832110264724
s047,True,-115.60628090257319
s047,True,-114.18981203323831
s047,True,-111.82219328817278
s047,True,-113.87827761046526
s047,True,-112.0258859933269
s047,True,-119.53869310196269
s047,True,-114.41679286262644
s047,True,-116.23673397536207
s047,True,-115.84169226073087
s047,True,-114.42099858988546
s047,True,-121.41987288457025
s047,True,-119.60187793713534
s047,True,-121.91936176802075
s047,True,-114.69296655679707
s047,True,-117.69792599890148
s047,True,-110.98537355887261
s047,True,-123.55627351289559
s047,True,-109.96396874968752
s047,True,-109.44300153702834
s047,True,-109.49945046554254
s047,True,-120.53232656082562
s047,True,-115.67518199925577
s047,True,-119.17255142590135
s047,True,-118.61800804706584
s047,True,-111.80785114056167
s047,True,-113.458564201716
s047,True,-121.90507712126798
s047,True,-108.33040273044743
s047,True,-110.47177958495509
s047,True,-117.67941889842882
s047,True,-111.19752587497271
s047,True,-117.8369729700321
s047,True,-125.55162788922101
s047,True,-116.13600187027855
s047,True,-112.65471819530752
s047,True,-111.0117912255824
s047,True,-121.81707703182094
s047,True,-117.36442615157497
s047,True,-113.39230972932612
s047,True,-117.06700209529807
s047,True,-120.78337078687112
s047,True,-107.84378299496149
s047,True,-119.12395168731038
s047,True,-120.3362931906445
s047,True,-114.57981978849654
s047,True,-112.79454037960687
s047,True,-123.87793488992752
s047,True,-126.946035120509
s047,True,-119.27087689962494
s047,True,-125.80263474400539
s047,True,-113.5991516494067
s047,True,-118.32873297253013
s047,True,-117.75267715678449
s047,True,-111.21872063304909
s047,True,-114.27550432863382
s047,True,-122.27511052128139
s047,True,-122.86614579198451
s047,True,-125.64489917903616
s047,True,-122.25243886279718
s047,True,-120.69720960953883
s047,True,-115.07960315624226
s047,True,-125.01495092424511
s047,True,-123.37984626813788
s047,True,-115.75763348194494
s047,True,-129.52517373967433
s047,True,-123.98170076207174
s047,True,-112.74943590002428
s047,True,-132.83994250705263
s047,True,-122.52433871942037
s047,True,-128.0405459861754
s047,True,-122.61401838821234
s047,True,-117.14971236673026
s047,True,-120.76908165002123
s047,True,-123.30406875662078
s047,True,-121.34544554357356
s047,True,-119.06529099191046
s047,True,-118.22707959566443
s047,True,-118.17956607128976
s047,True,-121.41771296646947
s047,True,-117.65926085844319
s047,True,-116.21635287302425
s047,True,-120.45263726004625
s047,True,-119.01901567599465
s047,True,-118.81876217923173
s047,True,-113.37774433532702
s047,True,-127.41805696955353
s047,True,-126.50896708074488
s047,True,-128.0097152585592
s047,True,-117.56201986565345
s047,True,-117.09978309188352
s047,True,-130.69101339070187
s047,True,-120.98607018612167
s047,True,-126.85078305926146
s047,True,-127.20579749950969
s047,True,-128.20477728686984
s047,True,-123.50005084062708
s047,True,-127.1244147010745
s047,True,-119.90271212730964
s047,True,-129.37676705275982
s047,True,-128.0616308591506
s047,True,-123.21478776260777
s047,True,-136.0768366206565
s047,True,-121.53518336322742
s047,True,-130.1901941638845
s047,True,-137.2029051564129
s047,True,-138.71509402128845
s047,True,-135.6888645999452
s047,True,-140.04509971063894
s047,True,-140.23537908311096
s047,True,-129.47942475217096
s047,True,-126.12151999572093
s047,True,-118.65536994167897
s047,True,-123.91243608311206
s047,True,-135.83078810441066
s047,True,-122.1316898041124
s047,True,-116.64672790642106
s047,True,-121.5244738298743
s047,True,-124.03712767863813
s047,True,-114.30639083312482
s047,True,-119.97765964626768
s047,True,-116.46118289994406
s047,True,-121.61845808378752
s047,True,-123.49190124969432
s047,True,-123.14998343714456
s047,True,-136.1222549749959
s047,True,-128.11247913196354
s047,True,-127.1945767542158
s047,True,-121.90752515639073
s047,True,-114.32790050726342
s047,True,-125.73172338565138
s047,True,-131.10793199586578
s047,True,-126.24559420162396
s047,True,-128.0054895835414
s047,True,-132.46191927593267
s047,True,-131.8129486732977
s047,True,-128.42636711093263
s047,True,-130.37230348701627
s047,True,-123.98242523292997
s047,True,-125.21149530192935
