user,genuine,score
s036,True,-114.62618246172373
s036,True,-116.73311535580552
s036,True,-109.73271815011489
s036,True,-110.07145298214736
s036,True,-110.56879116727016
s036,True,-121.69800313092851
s036,True,-119.45028783252232
s036,True,-116.70464934142754
s036,True,-111.8661809450799
s036,True,-114.89860448250175
s036,True,-106.44485893156352
s036,True,-109.50712670018156
s036,True,-110.415925322119
s036,True,-106.71152783398983
s036,True,-117.99001104241067
s036,True,-123.09724385875116
s036,True,-106.98616807384869
s036,True,-109.02943991111196
s036,True,-121.38105919008423
s036,True,-118.65557744703642
s036,True,-119.50561790263014
s036,True,-120.91492815651014
s036,True,-108.26885337606669
s036,True,-117.48029264138603
s036,True,-105.1034409672485
s036,True,-109.6200563614284
s036,True,-111.52828972841354
s036,True,-108.8898104802829
s036,True,-110.12246724266181
s036,True,-117.43604058626639
s036,True,-113.83444789268067
s036,True,-113.78283963906478
s036,True,-111.65522338408525
s036,True,-119.36535860399403
s036,True,-132.90124497185005
s036,True,-112.48532511155177
s036,True,-110.65149729807762
s036,True,-112.93044085296387
s036,True,-109.70981190410079
s036,True,-108.76110182568725
s036,True,-106.18724736760974
s036,True,-112.74430342808479
s036,True,-114.39201232720623
s036,True,-111.16714612839063
s036,True,-112.5935059147668
s036,True,-109.47693116817396
s036,True,-109.9141114808315
s036,True,-111.63919413861443
s036,True,-113.55046153773992
s036,True,-114.32805404772492
s036,True,-113.55736661215435
s036,True,-111.74729629598748
s036,True,-108.96425785373494
s036,True,-108.15311602618857
s036,True,-108.88653354915604
s036,True,-116.87318220254737
s036,True,-108.33060431186591
s036,True,-113.4426638145353
s036,True,-114.92797010019164
s036,True,-110.49838126281533
s036,True,-111.64852412314433
s036,True,-111.07335177554495
s036,True,-116.6993283450389
s036,True,-120.62974201165612
s036,True,-114.50096659473726
s036,True,-109.87575435678501
s036,True,-110.38212681810721
s036,True,-112.96254462816343
s036,True,-109.16388449116882
s036,True,-108.62473881701816
s036,True,-108.28119178801738
s036,True,-120.16599328372737
s036,True,-110.96024454771019
s036,True,-109.62843993838176
s036,True,-116.06346254876985
s036,True,-112.99382441516093
s036,True,-111.30279834749388
s036,True,-115.05731368359194
s036,True,-114.667278091114
s036,True,-109.89245265719461
s036,True,-109.05603582974501
s036,True,-109.44228280121449
s036,True,-110.62326264900024
s036,True,-110.44595512725313
s036,True,-111.50785016713816
s036,True,-119.1202622808359
s036,True,-108.62667634838307
s036,True,-113.62817959257909
s036,True,-112.73310319720989
s036,True,-110.2817337846127
s036,True,-110.95892133486365
s036,True,-110.52742889882161
s036,True,-109.70020233640656
s036,True,-112.3812214079431
s036,True,-108.02838813890274
s036,True,-108.35711077402321
s036,True,-112.1715054498123
s036,True,-108.86899013897408
s036,True,-115.70822194158188
s036,True,-112.71425602826066
s036,True,-117.74448829966481
s036,True,-107.39600320467166
s036,True,-122.93262058970204
s036,True,-113.12241578504103
s036,True,-110.33109525090526
s036,True,-107.70178139930732
s036,True,-115.32787599662421
s036,True,-111.8635481011403
s036,True,-110.04723565100993
s036,True,-110.42779333111591
s036,True,-106.75038388408987
s036,True,-107.09121921365278
s036,True,-118.17871882708742
s036,True,-112.64296802010178
s036,True,-108.94776676511638
s036,True,-111.43758332431875
s036,True,-110.80006776172134
s036,True,-106.50179497196947
s036,True,-110.44323815679523
s036,True,-118.72144637636929
s036,True,-110.36154545630492
s036,True,-109.00241876287014
s036,True,-107.79347129572348
s036,True,-112.50715428184921
s036,True,-117.5355177587856
s036,True,-114.58271098937773
s036,True,-114.46730006434414
s036,True,-107.44876541756788
s036,True,-114.7860952723315
s036,True,-114.90577065058713
s036,True,-107.5028572502778
s036,True,-113.32793074004827
s036,True,-109.1715717973387
s036,True,-115.26439716450624
s036,True,-107.85726811617411
s036,True,-111.07935292573887
s036,True,-112.94498597745635
s036,True,-107.34372952709654
s036,True,-115.0456824848706
s036,True,-109.50150103337214
s036,True,-111.74749516358246
