user,genuine,score
s052,True,-125.68984626950659
s052,True,-121.00665515626225
s052,True,-104.18614091927473
s052,True,-105.6374337332147
s052,True,-100.22474112646532
s052,True,-106.80237891013499
s052,True,-98.51369480889286
s052,True,-98.98369594673827
s052,True,-108.68531443560266
s052,True,-103.60711269240542
s052,True,-100.72011909453103
s052,True,-106.10667476699676
s052,True,-101.42409143778605
s052,True,-99.33521510648092
s052,True,-100.18165452068483
s052,True,-97.00631465159785
s052,True,-96.5760137011424
s052,True,-107.34826930546099
s052,True,-98.77565385317907
s052,True,-106.91778980480493
s052,True,-101.00261189581532
s052,True,-99.7332939586654
s052,True,-106.65510670289785
s052,True,-98.94527115352186
s052,True,-98.94602203223498
s052,True,-101.30577044186073
s052,True,-99.48225724671126
s052,True,-111.38767559398343
s052,True,-103.41842736316931
s052,True,-98.6950439996674
s052,True,-97.81750060247536
s052,True,-100.50421481842889
s052,True,-114.75373816408691
s052,True,-100.04710383481749
s052,True,-107.53690365466063
s052,True,-114.30866465177631
s052,True,-113.21868266038375
s052,True,-120.58313801966412
s052,True,-102.60609422384523
s052,True,-105.00128215743936
s052,True,-102.99871540060697
s052,True,-110.90129427240748
s052,True,-118.0012681402017
s052,True,-103.43812893413029
s052,True,-108.96456750508557
s052,True,-101.68993615927927
s052,True,-104.28206254147352
s052,True,-103.50067909833427
s052,True,-101.9104851909037
s052,True,-107.0761120720846
s052,True,-119.5258555556963
s052,True,-128.67323627459805
s052,True,-103.828407814553
s052,True,-105.49849464271006
s052,True,-103.3746558937963
s052,True,-103.08554147733909
s052,True,-120.16833796121173
s052,True,-106.31687495470953
s052,True,-114.69353031297656
s052,True,-110.52056268295676
s052,True,-105.28652095268704
s052,True,-106.35528135668751
s052,True,-109.84830259275454
s052,True,-106.54270772002495
s052,True,-121.51400055322088
s052,True,-118.0605974165181
s052,True,-128.21626470501886
s052,True,-116.67125829312224
s052,True,-104.80558453851988
s052,True,-129.8329988750611
s052,True,-115.34641900483679
s052,True,-118.11256648143811
s052,True,-116.91328817159845
s052,True,-105.25220454483723
s052,True,-124.31974930875597
s052,True,-117.8819756645102
s052,True,-121.96622722113698
s052,True,-125.57606593106621
s052,True,-114.3658010211544
s052,True,-111.65980513452658
s052,True,-106.7303660568893
s052,True,-111.72708776877418
s052,True,-118.08293658661974
s052,True,-115.56312235232613
s052,True,-119.24454867183431
s052,True,-132.67670435195274
s052,True,-118.3932178677762
s052,True,-116.61039439006036
s052,True,-117.17983371782921
s052,True,-116.22292223417249
s052,True,-129.33722970908644
s052,True,-111.93970284099333
s052,True,-140.43029165373204
s052,True,-124.02465594401684
s052,True,-112.98801120577308
s052,True,-116.75398945117946
s052,True,-115.36960212677529
s052,True,-118.83092213080083
s052,True,-128.14123833843968
s052,True,-116.64673894351081
s052,True,-114.3034972531066
s052,True,-129.8107359082937
s052,True,-119.58428350425632
s052,True,-107.22265348897521
s052,True,-116.03012686172126
s052,True,-106.69554725264497
s052,True,-104.54099172722768
s052,True,-98.20993700589803
s052,True,-103.72000378277207
s052,True,-105.74735854575823
s052,True,-107.46607790482295
s052,True,-108.07634353641757
s052,True,-113.33496585493009
s052,True,-100.71113314158389
s052,True,-96.920182849397
s052,True,-98.2672309276009
s052,True,-98.5707601511945
s052,True,-100.29619970302274
s052,True,-101.42800814481464
s052,True,-100.23017347508222
s052,True,-101.44165725897048
s052,True,-98.93914272834711
s052,True,-99.87268004669151
s052,True,-105.83255072943739
s052,True,-111.23644434995141
s052,True,-99.05961499544182
s052,True,-105.4066837763872
s052,True,-108.13915531808264
s052,True,-102.59429461550431
s052,True,-103.55500406211618
s052,True,-100.40728523948393
s052,True,-100.98619453310042
s052,True,-101.91461934088841
s052,True,-105.13337061583896
s052,True,-98.8757414239174
s052,True,-102.168402126835
s052,True,-96.49678479840942
s052,True,-97.19788381169647
s052,True,-124.55401814620136
s052,True,-117.64429173909883
s052,True,-113.74853739866873
s052,True,-100.48932694576177
s052,True,-101.26116182901617
s052,True,-106.70563218746382
s052,True,-105.55678457823461
s052,True,-101.36035586914959
s052,True,-127.84361682062564
s052,True,-111.4992216788421
s052,True,-98.11963133104985
s052,True,-111.59684491686247
s052,True,-130.0354229111961
s052,True,-117.83378881595118
s052,True,-116.53445407686694
s052,True,-112.04603558021549
s052,True,-115.74269854148658
s052,True,-117.40654879626106
s052,True,-121.16547414028435
s052,True,-122.73545260894909
s052,True,-118.62422112297513
s052,True,-122.15468613142822
s052,True,-116.19649497949757
s052,True,-121.71218819103446
s052,True,-126.02198974371129
s052,True,-129.0634652212869
s052,True,-117.20272610468102
s052,True,-118.4972047440287
s052,True,-114.53468943806723
s052,True,-118.56497505227463
s052,True,-124.51180604737034
s052,True,-121.0314658244624
s052,True,-118.35626588127269
s052,True,-116.74179671243954
s052,True,-125.33169879814172
s052,True,-131.79673820762704
s052,True,-122.93052494708877
s052,True,-120.86232009533556
s052,True,-130.55024902608707
s052,True,-114.82108253262417
s052,True,-121.16734476873046
s052,True,-123.49485462581843
s052,True,-119.33732790286157
s052,True,-126.78240121284418
s052,True,-130.54205504771772
s052,True,-115.82706026557638
s052,True,-120.97830064712836
s052,True,-129.9080824288848
s052,True,-121.31515279504323
s052,True,-126.77860377234559
s052,True,-121.66253973067252
s052,True,-122.72884866535833
s052,True,-125.1502773493964
s052,True,-121.76530668198853
s052,True,-117.3241294396115
s052,True,-115.52761419006761
s052,True,-119.77512365404128
s052,True,-116.23919324095344
s052,True,-116.82582613217784
s052,True,-130.60709728559604
s052,True,-118.8584565797943
s052,True,-120.24507935199443
s052,True,-119.37969679769564
s052,True,-114.72253619622484
s052,True,-119.75661938652033
s052,True,-114.89635263180276
s052,True,-112.61973476261731
s052,True,-111.36850585325669
s052,True,-107.41142003807495
s052,True,-117.24018820285383
s052,True,-113.64810780242063
s052,True,-109.71814649675929
s052,True,-111.56565862993578
s052,True,-118.22222454238091
s052,True,-120.50476922071422
s052,True,-113.05729959767818
s052,True,-109.50004469633669
s052,True,-115.16888897342548
s052,True,-122.16179212149021
s052,True,-113.63250844875155
s052,True,-112.8732530318214
s052,True,-116.44935510059366
s052,True,-123.59404269204039
s052,True,-109.03370247226361
s052,True,-117.60488502948799
s052,True,-117.06775529460931
s052,True,-114.8483705555994
s052,True,-118.64669375123603
s052,True,-117.81757019743574
s052,True,-120.47539311666755
s052,True,-113.14186595524492
s052,True,-114.55844310441313
s052,True,-116.57655519706172
s052,True,-123.32863961187121
s052,True,-116.4229371621364
s052,True,-115.3378779803225
s052,True,-118.33489617864257
s052,True,-122.65094145549776
s052,True,-124.13659507672682
s052,True,-108.81784068601007
s052,True,-113.8598257351968
s052,True,-109.08423625861259
s052,True,-108.22668232431673
s052,True,-117.3505016515901
s052,True,-116.16872503414064
s052,True,-109.8336663813056
s052,True,-113.45971566544975
s052,True,-120.18562071815712
s052,True,-114.42652921849562
s052,True,-109.98964007154447
s052,True,-112.58296336812279
s052,True,-114.11381669933452
s052,True,-107.03377302640415
s052,True,-116.33131120413847
s052,True,-113.23661732545561
s052,True,-110.1706940453529
s052,True,-118.45653417669912
s052,True,-124.99182511286617
s052,True,-117.9989542210616
s052,True,-115.69662503971254
s052,True,-113.9108020412851
s052,True,-112.15494545664302
s052,True,-111.69900552981119
s052,True,-114.6103783259339
s052,True,-111.62376650523994
s052,True,-114.62205046262042
s052,True,-115.05320416316957
s052,True,-108.80410388312819
s052,True,-124.63432583146243
s052,True,-121.39077324690935
s052,True,-121.20630182497612
s052,True,-142.0587071203517
s052,True,-115.53092128511949
s052,True,-120.17167028277686
s052,True,-112.7145350340952
s052,True,-115.72189783524347
s052,True,-121.17157907627525
s052,True,-114.42318292860439
s052,True,-114.29469599246401
s052,True,-114.5348056125604
s052,True,-120.7992851101552
s052,True,-119.61645322628864
s052,True,-134.4243505116139
s052,True,-121.52553926826691
s052,True,-121.05365283445875
s052,True,-111.99167460719889
s052,True,-124.33499696093328
s052,True,-111.37021754506719
s052,True,-112.0095330014658
s052,True,-120.51178689298904
s052,True,-120.24191395303365
s052,True,-120.77991291012562
s052,True,-121.66235012468745
s052,True,-124.89294322310096
s052,True,-119.66841047267924
s052,True,-119.70097820350901
s052,True,-119.14661010329644
s052,True,-127.12032106735553
s052,True,-121.40421245742256
s052,True,-131.72702974725237
s052,True,-118.3557888360847
s052,True,-125.46686003179083
s052,True,-108.40729929808143
s052,True,-103.95573723656142
s052,True,-112.83040203485396
s052,True,-108.5163562902277
s052,True,-107.75218052963122
s052,True,-110.20799266524484
s052,True,-110.82503769547179
s052,True,-121.14797238136916
