user,genuine,score
s036,True,-127.86805063989732
s036,True,-122.46302146031934
s036,True,-120.46164630282432
s036,True,-116.30540427670594
s036,True,-112.5350114361476
s036,True,-114.53997946272185
s036,True,-118.01497272401748
s036,True,-117.88011264038394
s036,True,-107.24444176814377
s036,True,-108.12377388032556
s036,True,-105.99518912250308
s036,True,-107.94086375069473
s036,True,-107.57307602061141
s036,True,-102.9141444411826
s036,True,-106.1347722274168
s036,True,-106.67099184663827
s036,True,-109.99290840683653
s036,True,-105.3521705916996
s036,True,-105.91026934917524
s036,True,-110.11291173013407
s036,True,-108.97423141588996
s036,True,-103.2511202839234
s036,True,-118.29809645350664
s036,True,-115.23027195100157
s036,True,-109.8700131321178
s036,True,-115.33482074887529
s036,True,-107.23395518482788
s036,True,-109.76831092952598
s036,True,-107.27024615527269
s036,True,-113.20152003142744
s036,True,-110.69168953859716
s036,True,-110.23919559621919
s036,True,-109.1461901492579
s036,True,-118.72500756815913
s036,True,-101.33193678402378
s036,True,-104.58624097397326
s036,True,-109.05530730679614
s036,True,-103.43506605530223
s036,True,-114.30104827557207
s036,True,-113.70270350641239
s036,True,-106.2862422710261
s036,True,-122.28312045464354
s036,True,-107.52754663532669
s036,True,-118.35151290556423
s036,True,-110.80446678154394
s036,True,-106.99712903939366
s036,True,-112.68393384842376
s036,True,-104.66615469673816
s036,True,-118.97519549575405
s036,True,-105.89618346795555
s036,True,-114.62618246172373
s036,True,-116.73311535580552
s036,True,-109.73271815011489
s036,True,-110.07145298214736
s036,True,-110.56879116727016
s036,True,-121.69800313092851
s036,True,-119.45028783252232
s036,True,-116.70464934142754
s036,True,-111.8661809450799
s036,True,-114.89860448250175
s036,True,-106.44485893156352
s036,True,-109.50712670018156
s036,True,-110.415925322119
s036,True,-106.71152783398983
s036,True,-117.99001104241067
s036,True,-123.09724385875116
s036,True,-106.98616807384869
s036,True,-109.02943991111196
s036,True,-121.38105919008423
s036,True,-118.65557744703642
s036,True,-119.50561790263014
s036,True,-120.91492815651014
s036,True,-108.26885337606669
s036,True,-117.48029264138603
s036,True,-105.1034409672485
s036,True,-109.6200563614284
s036,True,-111.52828972841354
s036,True,-108.8898104802829
s036,True,-110.12246724266181
s036,True,-117.43604058626639
s036,True,-113.83444789268067
s036,True,-113.78283963906478
s036,True,-111.65522338408525
s036,True,-119.36535860399403
s036,True,-132.90124497185005
s036,True,-112.48532511155177
s036,True,-110.65149729807762
s036,True,-112.93044085296387
s036,True,-109.70981190410079
s036,True,-108.76110182568725
s036,True,-106.18724736760974
s036,True,-112.74430342808479
s036,True,-114.39201232720623
s036,True,-111.16714612839063
s036,True,-112.5935059147668
s036,True,-109.47693116817396
s036,True,-109.9141114808315
s036,True,-111.63919413861443
s036,True,-113.55046153773992
s036,True,-114.32805404772492
s036,True,-113.55736661215435
s036,True,-111.74729629598748
s036,True,-108.96425785373494
s036,True,-108.15311602618857
s036,True,-108.88653354915604
s036,True,-116.87318220254737
s036,True,-108.33060431186591
s036,True,-113.4426638145353
s036,True,-114.92797010019164
s036,True,-110.49838126281533
s036,True,-111.64852412314433
s036,True,-111.07335177554495
s036,True,-116.6993283450389
s036,True,-120.62974201165612
s036,True,-114.50096659473726
s036,True,-109.87575435678501
s036,True,-110.38212681810721
s036,True,-112.96254462816343
s036,True,-109.16388449116882
s036,True,-108.62473881701816
s036,True,-108.28119178801738
s036,True,-120.16599328372737
s036,True,-110.96024454771019
s036,True,-109.62843993838176
s036,True,-116.06346254876985
s036,True,-112.99382441516093
s036,True,-111.30279834749388
s036,True,-115.05731368359194
s036,True,-114.667278091114
s036,True,-109.89245265719461
s036,True,-109.05603582974501
s036,True,-109.44228280121449
s036,True,-110.62326264900024
s036,True,-110.44595512725313
s036,True,-111.50785016713816
s036,True,-119.1202622808359
s036,True,-108.62667634838307
s036,True,-113.62817959257909
