user,genuine,score
s032,True,-130.8646471409972
s032,True,-122.0453446263409
s032,True,-107.98399852854926
s032,True,-113.06011902685646
s032,True,-109.40278763999957
s032,True,-105.21625323927948
s032,True,-105.49706737428467
s032,True,-121.98231953124736
s032,True,-104.45001082245241
s032,True,-120.01382765297961
s032,True,-102.73813194411875
s032,True,-103.9859468896674
s032,True,-104.00208722152382
s032,True,-105.40502736960659
s032,True,-122.1176090305429
s032,True,-100.88987216255522
s032,True,-104.22547901575653
s032,True,-102.12747371468335
s032,True,-106.36936998427348
s032,True,-106.77504877734327
s032,True,-104.41013227844446
s032,True,-108.59719891136089
s032,True,-100.95026750368137
s032,True,-101.81725846187642
s032,True,-100.9265337587981
s032,True,-103.21663439867187
s032,True,-102.71510618438437
s032,True,-98.88993785603017
s032,True,-100.51083223196457
s032,True,-109.67424868044542
s032,True,-103.0244034799956
s032,True,-102.96575093813888
s032,True,-98.48163652618268
s032,True,-104.60395552025612
s032,True,-102.0254291368664
s032,True,-110.7821255196791
s032,True,-105.79293022013411
s032,True,-103.11207615583494
s032,True,-104.82535533800235
s032,True,-107.01506524424501
s032,True,-108.7947957547406
s032,True,-101.63663060597959
s032,True,-98.93790718957102
s032,True,-103.98920556687804
s032,True,-114.01799020678459
s032,True,-109.20678582295433
s032,True,-101.36039853738468
s032,True,-117.70605147053075
s032,True,-104.50086290812752
s032,True,-97.22760989441376
s032,True,-117.24502321998251
s032,True,-114.80800057477195
s032,True,-104.82825678140614
s032,True,-101.41591424608474
s032,True,-100.22172420963031
s032,True,-110.9943549105765
s032,True,-101.43861608777804
s032,True,-115.57908709909533
s032,True,-100.18413381648672
s032,True,-107.1886388879367
s032,True,-105.65854915234469
s032,True,-101.15865692614479
s032,True,-104.0569454334585
s032,True,-102.8516722098717
s032,True,-98.41609515591155
s032,True,-99.45547960307536
s032,True,-98.41533829074729
s032,True,-105.00869752242035
s032,True,-96.1053097442657
s032,True,-109.04151158531764
s032,True,-103.12576923605499
s032,True,-104.24758489253803
s032,True,-119.65103489150356
s032,True,-102.47743437218654
s032,True,-99.4721988762156
s032,True,-102.25583167547416
s032,True,-104.92851594270574
s032,True,-99.0923054910408
s032,True,-102.384515128758
s032,True,-118.37805906209367
s032,True,-106.34284813549746
s032,True,-102.49397477368923
s032,True,-102.77996107109868
s032,True,-100.86292385875552
s032,True,-102.73977445614942
s032,True,-100.8099990228606
s032,True,-97.44005090752917
s032,True,-100.92233978873263
s032,True,-100.40633719279975
s032,True,-107.75937703184684
s032,True,-100.06377037511821
s032,True,-114.53486605476739
s032,True,-105.4747403623321
s032,True,-114.31830182252507
s032,True,-114.95939469526702
s032,True,-103.07451954467282
s032,True,-109.53602185143009
s032,True,-111.05637348603007
s032,True,-103.25236143062433
s032,True,-102.56114950494336
s032,True,-99.38448232060362
s032,True,-102.74690261397087
s032,True,-97.97680417919817
s032,True,-105.92076825420101
s032,True,-102.34412742848303
s032,True,-97.03966699993757
s032,True,-99.40281758124605
s032,True,-105.35663657127898
s032,True,-108.27923498281315
s032,True,-97.68612576915403
s032,True,-102.19946183063541
s032,True,-115.7503623626118
s032,True,-98.87132822708028
s032,True,-98.41823951468965
s032,True,-114.51123737166007
s032,True,-96.44522715474292
s032,True,-106.8069664777791
s032,True,-97.8859704671197
s032,True,-97.17339128533376
s032,True,-102.93209218786777
s032,True,-120.75914927903825
s032,True,-103.22693306601433
s032,True,-105.44205831124094
s032,True,-98.64655700980573
s032,True,-105.31873656651219
