user,genuine,score
s047,True,-143.94816349482406
s047,True,-135.18788098882615
s047,True,-125.43299300867301
s047,True,-120.46371476711768
s047,True,-124.68180403443486
s047,True,-119.79345540261713
s047,True,-112.15107614340744
s047,True,-112.77303692110459
s047,True,-115.63397700604202
s047,True,-119.60797647951698
s047,True,-124.56361665670838
s047,True,-134.02732050814345
s047,True,-120.81819062421462
s047,True,-113.41514709546261
s047,True,-114.49458222605308
s047,True,-119.73804289358539
s047,True,-113.65920117470782
s047,True,-122.51511198242378
s047,True,-105.08491615464946
s047,True,-108.59793324883941
s047,True,-111.79908561372135
s047,True,-105.5092954072436
s047,True,-105.69982207953859
s047,True,-112.57607970743287
s047,True,-108.92306156733638
s047,True,-104.46020484586992
s047,True,-104.73435553729897
s047,True,-107.50961852362292
s047,True,-103.65622779859639
s047,True,-107.42599591747502
s047,True,-108.42663988142488
s047,True,-110.81663259511924
s047,True,-124.65830364798875
s047,True,-103.76741824977813
s047,True,-118.8695088798942
s047,True,-106.34807538140838
s047,True,-113.63122731064198
s047,True,-105.84213194095865
s047,True,-103.44333168337069
s047,True,-117.96638447467618
s047,True,-109.06872097486878
s047,True,-121.6425003666748
s047,True,-113.7245437937326
s047,True,-125.69609403847976
s047,True,-116.04109955011161
s047,True,-122.87343790661211
s047,True,-124.0640926510242
s047,True,-118.21504122603835
s047,True,-113.79565963224887
s047,True,-114.73892281387454
s047,True,-117.01351825882635
s047,True,-113.43298182020554
s047,True,-114.91197423052581
s047,True,-107.86943321653767
s047,True,-108.34103701021206
s047,True,-111.07074659236646
s047,True,-116.88563062259074
s047,True,-120.4397598448922
s047,True,-111.99071316527444
s047,True,-106.2249844515586
s047,True,-103.47764181223128
s047,True,-109.38186298849911
s047,True,-110.31579770093454
s047,True,-105.4384332939133
s047,True,-107.93298796187189
s047,True,-105.91886519944379
s047,True,-105.7546959621708
s047,True,-102.38003820784154
s047,True,-110.90789493107933
s047,True,-106.94540162356552
s047,True,-112.56370926893904
s047,True,-106.73879964850869
s047,True,-104.90546034867215
s047,True,-105.99133556330156
s047,True,-106.71982303776592
s047,True,-111.96060111672705
s047,True,-105.84625809942563
s047,True,-108.81461841852399
s047,True,-121.1146863800422
s047,True,-114.47094960059201
s047,True,-106.21609768102107
s047,True,-105.84176007928947
s047,True,-105.11848150479122
s047,True,-106.15015282295685
s047,True,-106.25528702044082
s047,True,-114.22559639286395
s047,True,-111.2794968148982
s047,True,-121.973875928847
s047,True,-118.76200312230608
s047,True,-112.59878612139558
s047,True,-112.26899874924098
s047,True,-116.57256405723594
s047,True,-114.14525855483711
s047,True,-107.37286119181297
s047,True,-114.28187941880199
s047,True,-111.90287672010595
s047,True,-111.52221080805218
s047,True,-110.60544845573814
